ElectionType,Year,Province,EligibleVoters,Votes1,ValidVotes,Party,Count,Turnout,VoteShare,TotalPopulation_1,Males_2,Females_3,TotalPopulation_4,NeverMarried_5,Married_6,Widowed_7,Divorced_8,YoungerThan20Years_10,k_20To40Years_11,k_40To65Years_12,k_65To80Years_13,k_80YearsOrOlder_14,TotalDemographicPressure_20,ProvinceID,GDP_Growth,Inflation_rate,PastElection,PastElection2,PastElectionVoteShare,PastElection2VoteShare,Abbreviation,inc_cabinet,inc
Second Chamber,1963,Limburg,480812,463340,443975,PartijvandeArbeid(P.v.d.A.),57298,0.9233858555942863,0.12905681626217694,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,5,0.0362462153047358,0.0324365932762639,1959,1956,0.15024674517757797,0.17512031837320527,PvdA,0,0
Second Chamber,1963,Noord-Brabant,823658,795973,772361,PartijvandeArbeid(P.v.d.A.),104380,0.9377205102117626,0.13514405828362644,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,6,0.0362462153047358,0.0324365932762639,1959,1956,0.15151995836759796,0.1640116161831742,PvdA,0,0
Second Chamber,1963,Noord-Holland,1268549,1195277,1166957,PartijvandeArbeid(P.v.d.A.),353238,0.9199148002954557,0.30270009948952703,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,7,0.0362462153047358,0.0324365932762639,1959,1956,0.3313024688859836,0.3731273472897809,PvdA,0,0
Second Chamber,1963,Overijssel,462328,445197,437472,PartijvandeArbeid(P.v.d.A.),121498,0.9462373033863404,0.27772748884500037,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,8,0.0362462153047358,0.0324365932762639,1959,1956,0.3003811555888447,0.31827008532957973,PvdA,0,0
Second Chamber,1963,Utrecht,401629,382453,374414,PartijvandeArbeid(P.v.d.A.),102862,0.9322384588762266,0.2747279749154679,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,9,0.0362462153047358,0.0324365932762639,1959,1956,0.29720929049327127,0.3262098668989276,PvdA,0,0
Second Chamber,1963,Zeeland,169812,160322,156289,PartijvandeArbeid(P.v.d.A.),42973,0.9203648740960592,0.2749585703408429,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,10,0.0362462153047358,0.0324365932762639,1959,1956,0.2931459534417894,0.3200246667366432,PvdA,0,0
Second Chamber,1963,Zuid-Holland,1645074,1548652,1513081,PartijvandeArbeid(P.v.d.A.),519734,0.9197647035938809,0.3434938380694755,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,11,0.0362462153047358,0.0324365932762639,1959,1956,0.3640383379424193,0.37851445498615655,PvdA,0,0
Second Chamber,1963,Drenthe,180280,173339,167560,VVD,26013,0.929443088528955,0.15524588207209358,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,1,0.0362462153047358,0.0324365932762639,1959,1956,0.1836455290502899,0.15177498304584003,VVD,1,0
Second Chamber,1963,Fryslân,278338,265280,259975,VVD,20944,0.9340262558472073,0.08056159246081354,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,2,0.0362462153047358,0.0324365932762639,1959,1956,0.10388395675658822,0.0838408533468584,VVD,1,0
Second Chamber,1963,Gelderland,744161,713147,697823,VVD,64900,0.9377312167662643,0.09300352668226756,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,3,0.0362462153047358,0.0324365932762639,1959,1956,0.11004561405114081,0.0786281357137051,VVD,1,0
Second Chamber,1963,Groningen,290473,274957,266601,VVD,34877,0.9178168022501231,0.13082096466254814,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,4,0.0362462153047358,0.0324365932762639,1959,1956,0.15981588524941126,0.12880179065423508,VVD,1,0
Second Chamber,1963,Limburg,480812,463340,443975,VVD,10168,0.9233858555942863,0.022902190438650823,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,5,0.0362462153047358,0.0324365932762639,1959,1956,0.024631667654599603,0.008533947596894556,VVD,1,0
Second Chamber,1963,Noord-Brabant,823658,795973,772361,VVD,31861,0.9377205102117626,0.041251435533384,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,6,0.0362462153047358,0.0324365932762639,1959,1956,0.04207905982014023,0.019972122337896695,VVD,1,0
Second Chamber,1963,Noord-Holland,1268549,1195277,1166957,VVD,160151,0.9199148002954557,0.13723813302461016,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,7,0.0362462153047358,0.0324365932762639,1959,1956,0.1675018871642915,0.11819245681539242,VVD,1,0
Second Chamber,1963,Overijssel,462328,445197,437472,VVD,34892,0.9462373033863404,0.0797582473849755,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,8,0.0362462153047358,0.0324365932762639,1959,1956,0.09592949483949334,0.07555854657166194,VVD,1,0
Second Chamber,1963,Utrecht,401629,382453,374414,VVD,46200,0.9322384588762266,0.12339282184961033,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,9,0.0362462153047358,0.0324365932762639,1959,1956,0.1381419578778962,0.09276968156907817,VVD,1,0
Second Chamber,1963,Zeeland,169812,160322,156289,VVD,14601,0.9203648740960592,0.09342308159883293,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,10,0.0362462153047358,0.0324365932762639,1959,1956,0.11058538025962687,0.08083604492495014,VVD,1,0
Second Chamber,1963,Zuid-Holland,1645074,1548652,1513081,VVD,199114,0.9197647035938809,0.13159506992685785,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,11,0.0362462153047358,0.0324365932762639,1959,1956,0.15424649469277807,0.11319093658101545,VVD,1,0
Second Chamber,1963,Drenthe,180280,173339,167560,Anti-RevolutionairePartij,24577,0.929443088528955,0.14667581761756981,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,1,0.0362462153047358,0.0324365932762639,1959,1956,0.15278137046453966,0.1567571559984154,ARP,1,0
Second Chamber,1963,Fryslân,278338,265280,259975,Anti-RevolutionairePartij,56716,0.9340262558472073,0.21815943840753918,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,2,0.0362462153047358,0.0324365932762639,1959,1956,0.2193698995299968,0.22012830317271,ARP,1,0
Second Chamber,1963,Gelderland,744161,713147,697823,Anti-RevolutionairePartij,55310,0.9377312167662643,0.07926078676111277,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,3,0.0362462153047358,0.0324365932762639,1959,1956,0.09079651497058953,0.0927736133845705,ARP,1,0
Second Chamber,1963,Groningen,290473,274957,266601,Anti-RevolutionairePartij,43149,0.9178168022501231,0.16184860521903519,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,4,0.0362462153047358,0.0324365932762639,1959,1956,0.1676874025139921,0.17282335416650246,ARP,1,0
Second Chamber,1963,Limburg,480812,463340,443975,Anti-RevolutionairePartij,3789,0.9233858555942863,0.008534264316684498,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,5,0.0362462153047358,0.0324365932762639,1959,1956,0.009915037767604846,0.008363318829888137,ARP,1,0
Second Chamber,1963,Noord-Brabant,823658,795973,772361,Anti-RevolutionairePartij,18229,0.9377205102117626,0.02360165777402018,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,6,0.0362462153047358,0.0324365932762639,1959,1956,0.026198357802109728,0.02686499940388315,ARP,1,0
Second Chamber,1963,Noord-Holland,1268549,1195277,1166957,Anti-RevolutionairePartij,83321,0.9199148002954557,0.07140023154237903,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,7,0.0362462153047358,0.0324365932762639,1959,1956,0.0745082375381172,0.08247912471583925,ARP,1,0
Second Chamber,1963,Overijssel,462328,445197,437472,Anti-RevolutionairePartij,41387,0.9462373033863404,0.094604911857216,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,8,0.0362462153047358,0.0324365932762639,1959,1956,0.10075615158510956,0.10156583117997298,ARP,1,0
Second Chamber,1963,Utrecht,401629,382453,374414,Anti-RevolutionairePartij,41287,0.9322384588762266,0.11027098345681519,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,9,0.0362462153047358,0.0324365932762639,1959,1956,0.12285566494526275,0.1287132565315902,ARP,1,0
Second Chamber,1963,Zeeland,169812,160322,156289,Anti-RevolutionairePartij,18373,0.9203648740960592,0.11755785755875334,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,10,0.0362462153047358,0.0324365932762639,1959,1956,0.12513321606039984,0.12795869633672718,ARP,1,0
Second Chamber,1963,Zuid-Holland,1645074,1548652,1513081,Anti-RevolutionairePartij,159342,0.9197647035938809,0.10530962982153633,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,11,0.0362462153047358,0.0324365932762639,1959,1956,0.11284189935777868,0.12280106847747695,ARP,1,0
Second Chamber,1963,Drenthe,180280,173339,167560,Christelijk-HistorischeUnie,19520,0.929443088528955,0.11649558367152064,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,1,0.0362462153047358,0.0324365932762639,1959,1956,0.11535573908051053,0.12155293390899141,CHU,1,0
Second Chamber,1963,Fryslân,278338,265280,259975,Christelijk-HistorischeUnie,42370,0.9340262558472073,0.1629772093470526,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,2,0.0362462153047358,0.0324365932762639,1959,1956,0.16186270918259976,0.15962610601059551,CHU,1,0
Second Chamber,1963,Gelderland,744161,713147,697823,Christelijk-HistorischeUnie,89227,0.9377312167662643,0.1278648023925838,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,3,0.0362462153047358,0.0324365932762639,1959,1956,0.12162984449131412,0.13094329217464207,CHU,1,0
Second Chamber,1963,Groningen,290473,274957,266601,Christelijk-HistorischeUnie,27049,0.9178168022501231,0.10145873421330003,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,4,0.0362462153047358,0.0324365932762639,1959,1956,0.0931125179680093,0.09577084039375477,CHU,1,0
Second Chamber,1963,Limburg,480812,463340,443975,Christelijk-HistorischeUnie,3736,0.9233858555942863,0.008414888225688383,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,5,0.0362462153047358,0.0324365932762639,1959,1956,0.006546543544036813,0.005849053763117087,CHU,1,0
Second Chamber,1963,Noord-Brabant,823658,795973,772361,Christelijk-HistorischeUnie,18511,0.9377205102117626,0.02396677201464082,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,6,0.0362462153047358,0.0324365932762639,1959,1956,0.02252630202137,0.02317643439697261,CHU,1,0
Second Chamber,1963,Noord-Holland,1268549,1195277,1166957,Christelijk-HistorischeUnie,64145,0.9199148002954557,0.054967749454350075,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,7,0.0362462153047358,0.0324365932762639,1959,1956,0.04943666606253948,0.051374974334610385,CHU,1,0
Second Chamber,1963,Overijssel,462328,445197,437472,Christelijk-HistorischeUnie,56965,0.9462373033863404,0.1302140479847853,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,8,0.0362462153047358,0.0324365932762639,1959,1956,0.12945738917045072,0.13107157718448348,CHU,1,0
Second Chamber,1963,Utrecht,401629,382453,374414,Christelijk-HistorischeUnie,43712,0.9322384588762266,0.11674777118376983,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,9,0.0362462153047358,0.0324365932762639,1959,1956,0.10591580667135883,0.1113774928391204,CHU,1,0
Second Chamber,1963,Zeeland,169812,160322,156289,Christelijk-HistorischeUnie,24654,0.9203648740960592,0.15774622654185516,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,10,0.0362462153047358,0.0324365932762639,1959,1956,0.1494202693853443,0.15395061404429516,CHU,1,0
Second Chamber,1963,Zuid-Holland,1645074,1548652,1513081,Christelijk-HistorischeUnie,146643,0.9197647035938809,0.09691682071217601,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,11,0.0362462153047358,0.0324365932762639,1959,1956,0.0902893649979476,0.09389181307092644,CHU,1,0
Second Chamber,1963,Drenthe,180280,173339,167560,Pacifistisch-SocialistischePartij(PSP),2986,0.929443088528955,0.017820482215325853,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,1,0.0362462153047358,0.0324365932762639,1959,1956,0.006328035785263184,NA,PSP,0,0
Second Chamber,1963,Fryslân,278338,265280,259975,Pacifistisch-SocialistischePartij(PSP),10153,0.9340262558472073,0.039053755168766226,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,2,0.0362462153047358,0.0324365932762639,1959,1956,0.01722955330210371,NA,PSP,0,0
Second Chamber,1963,Gelderland,744161,713147,697823,Pacifistisch-SocialistischePartij(PSP),9413,0.9377312167662643,0.013489093939294062,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,3,0.0362462153047358,0.0324365932762639,1959,1956,0.006908447063452485,NA,PSP,0,0
Second Chamber,1963,Groningen,290473,274957,266601,Pacifistisch-SocialistischePartij(PSP),9709,0.9178168022501231,0.03641771786302377,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,4,0.0362462153047358,0.0324365932762639,1959,1956,0.016824938067712635,NA,PSP,0,0
Second Chamber,1963,Limburg,480812,463340,443975,Pacifistisch-SocialistischePartij(PSP),2320,0.9233858555942863,0.005225519454924264,11889962,0.4982195065047306,0.5017804934952693,11889962,0.4976930119709382,0.45079017073393507,0.04433151258178958,0.007185304713337183,0.3811754823102042,0.26423928015917963,0.26144515852952266,0.07860664314991082,0.014533435851182703,90.2,5,0.0362462153047358,0.0324365932762639,1959,1956,0.0020925133728030396,NA,PSP,0,0
